CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,Alt_ADMIN2,ADMIN3,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,IU_CODE,Year,PopTot,PopPreSAC,PopSAC,PopAdult,Endemicity,PopReq,PopTrg,PopTreat,Cov,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiCov,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,MDA_scheme,Endemicity_ID,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Abeokuta South,36901,,,0,ADM2,Abeokuta South,36901,NGA0380236901,2020,352962,56474,98829,183540,Endemic (under MDA),352962,282909,238959,84.46,7,1,1,5,4,67.7,1,1,5,3,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ado-Odo/Ota,36902,,,0,ADM2,Ado-Odo/Ota,36902,NGA0380236902,2020,742604,118817,207929,386154,Endemic (under MDA),742604,595218,481821,80.95,3,1,1,2,2,64.88,1,0,2,0,ALB+IVM,2,3,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Egbado north,36903,,,0,ADM2,Egbado north,36903,NGA0380236903,2020,256426,41028,71799,133341,Endemic (under MDA),256426,205532,157171,76.47,9,1,1,6,3,61.29,1,0,6,2,ALB+IVM,2,2,Endemic (under MDA),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Egbado south,36904,,,0,ADM2,Egbado south,36904,NGA0380236904,2020,238126,38100,66675,123825,Endemic (under MDA),238126,190865,129330,67.76,3,1,1,2,2,54.31,1,0,2,0,ALB+IVM,2,3,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ewekoro,36905,,,0,ADM2,Ewekoro,36905,NGA0380236905,2020,77785,12446,21780,40448,Endemic (under MDA),77785,62348,48026,77.03,8,1,1,6,5,61.74,1,0,6,2,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ifo,36906,,,0,ADM2,Ifo,36906,NGA0380236906,2020,740167,118427,207247,384887,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ijebu East,36907,,,0,ADM2,Ijebu East,36907,NGA0380236907,2020,155407,24865,43514,80812,Endemic (under MDA),155407,124563,104400,83.81,9,1,1,6,4,67.18,1,1,6,2,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ijebu North East,36908,,,0,ADM2,Ijebu North East,36908,NGA0380236908,2020,95383,15261,26707,49599,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ijebu Ode,36909,,,0,ADM2,Ijebu Ode,36909,NGA0380236909,2020,217228,34757,60824,112959,Endemic (under MDA),217228,174114,161032,92.49,9,1,1,6,4,74.13,1,1,6,3,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ijebu north,36910,,,0,ADM2,Ijebu north,36910,NGA0380236910,2020,400993,64159,112278,208517,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ikenne,36911,,,0,ADM2,Ikenne,36911,NGA0380236911,2020,167450,26792,46886,87074,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Imeko Afon,36912,,,0,ADM2,Imeko Afon,36912,NGA0380236912,2020,115949,18552,32466,60293,Endemic (under MDA),115949,92937,89585,96.39,8,1,1,6,6,77.26,1,1,6,6,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ipokia,36913,,,0,ADM2,Ipokia,36913,NGA0380236913,2020,212143,33943,59400,110314,Endemic (under MDA),212143,170038,148730,87.47,4,1,1,3,3,70.11,1,1,3,1,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Obafemi-Owode,36914,,,0,ADM2,Obafemi-Owode,36914,NGA0380236914,2020,322744,51639,90368,167827,Endemic (under MDA),322744,258688,148616,57.45,9,1,0,6,2,46.05,1,0,6,1,ALB+IVM,2,3,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Odeda,36915,,,0,ADM2,Odeda,36915,NGA0380236915,2020,154354,24697,43219,80264,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),High prevalence (50% and above),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Odogbolu,36916,,,0,ADM2,Odogbolu,36916,NGA0380236916,2020,179279,28685,50198,93225,Endemic (under MDA),179279,143697,124910,86.93,7,1,1,5,3,69.67,1,1,5,2,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Ogun Waterside,36917,,,0,ADM2,Ogun Waterside,36917,NGA0380236917,2020,102859,16457,28800,53487,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Remo north,36918,,,0,ADM2,Remo north,36918,NGA0380236918,2020,84491,13519,23658,43935,Endemic (under MDA),84491,67722,61158,90.31,7,1,1,5,5,72.38,1,1,5,5,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ogun,3802,Shagamu,36919,,,0,ADM2,Shagamu,36919,NGA0380236919,2020,357382,57181,100067,185839,Endemic (under MDA),357382,286452,247279,86.32,6,1,1,4,4,69.19,1,1,4,3,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Akoko north East,36920,,,0,ADM2,Akoko north East,36920,NGA0380336920,2020,247376,39580,69265,128635,Endemic (under MDA),247376,198279,198522,100.12,14,1,1,7,4,80.25,1,1,7,4,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Akoko north West,36921,,,0,ADM2,Akoko north West,36921,NGA0380336921,2020,301507,48241,84422,156783,Endemic (under MDA),301507,241666,210200,86.98,14,1,1,7,4,69.72,1,1,7,4,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Akoko south East,36922,,,0,ADM2,Akoko south East,36922,NGA0380336922,2020,116244,18599,32548,60447,Endemic (under MDA),116244,93172,80555,86.46,14,1,1,7,5,69.3,1,1,7,2,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Akoko south West,36923,,,0,ADM2,Akoko south West,36923,NGA0380336923,2020,323640,51782,90619,168293,Endemic (under MDA),323640,259406,264756,102.06,14,1,1,7,4,81.81,1,1,7,4,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Akure North,36924,,,0,ADM2,Akure North,36924,NGA0380336924,2020,185575,29692,51961,96499,Endemic (under MDA),185575,148743,146271,98.34,14,1,1,7,7,78.82,1,1,7,6,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Akure South,36925,,,0,ADM2,Akure South,36925,NGA0380336925,2020,498127,79700,139475,259026,Non-endemic,0,0,0,0,4,0,0,1,0,0,0,0,1,0,Not delivered,0,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ese Odo,36926,,,0,ADM2,Ese Odo,36926,NGA0380336926,2020,218562,34970,61197,113652,Endemic (under MDA),218562,175184,179798,102.63,11,1,1,7,5,82.26,1,1,7,4,ALB+IVM,2,0,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Idanre,36927,,,0,ADM2,Idanre,36927,NGA0380336927,2020,181960,29114,50949,94619,Endemic (under MDA),181960,145846,147877,101.39,15,1,1,7,6,81.27,1,1,7,5,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ifedore,36928,,,0,ADM2,Ifedore,36928,NGA0380336928,2020,248671,39787,69628,129309,Endemic (under MDA),248671,199317,189705,95.18,16,1,1,7,5,76.29,1,1,7,4,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ilaje,36929,,,0,ADM2,Ilaje,36929,NGA0380336929,2020,409849,65576,114758,213121,Endemic (under MDA),409849,328505,318856,97.06,14,1,1,7,5,77.8,1,1,7,4,ALB+IVM,2,0,Unknown (under LF MDA),Hypo-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ile-Oluji-Okegbo,36930,,,0,ADM2,Ile-Oluji-Okegbo,36930,NGA0380336930,2020,243795,39007,68263,126773,Endemic (under MDA),243795,195409,185039,94.69,15,1,1,7,7,75.9,1,1,7,5,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Irele,36931,,,0,ADM2,Irele,36931,NGA0380336931,2020,204725,32756,57323,106457,Endemic (under MDA),204725,164092,165290,100.73,14,1,1,7,6,80.74,1,1,7,5,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Odigbo,36932,,,0,ADM2,Odigbo,36932,NGA0380336932,2020,324859,51978,90961,168927,Endemic (under MDA),324859,260384,261242,100.33,14,1,1,7,5,80.42,1,1,7,4,ALB+IVM,2,0,Unknown (under LF MDA),Meso-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Okitipupa,36933,,,0,ADM2,Okitipupa,36933,NGA0380336933,2020,329392,52703,92230,171284,Endemic (under MDA),329392,264017,280850,106.38,14,1,1,7,5,85.26,1,1,7,4,ALB+IVM,2,0,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,,T3
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ondo East,36934,,,0,ADM2,Ondo East,36934,NGA0380336934,2020,105430,16869,29520,54823,Endemic (under MDA),105430,84505,81902,96.92,15,1,1,7,5,77.68,1,1,7,5,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ondo West,36935,,,0,ADM2,Ondo West,36935,NGA0380336935,2020,400057,64009,112016,208030,Endemic (under MDA),400057,320657,300603,93.75,15,1,1,7,4,75.14,1,1,7,4,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Ose,36936,,,0,ADM2,Ose,36936,NGA0380336936,2020,204351,32696,57218,106263,Endemic (under MDA),204351,163793,149825,91.47,14,1,1,7,5,73.32,1,1,7,5,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Ondo,3803,Owo,36937,,,0,ADM2,Owo,36937,NGA0380336937,2020,308691,49390,86433,160519,Endemic (under MDA),308691,247424,234381,94.73,14,1,1,7,4,75.93,1,1,7,4,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Aijedaade,36938,,,0,ADM2,Aijedaade,36938,NGA0380436938,2020,212095,33935,59387,110289,Endemic (under MDA),212095,170000,139363,81.98,7,1,1,5,3,65.71,1,1,5,3,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Aijedire,36939,,,0,ADM2,Aijedire,36939,NGA0380436939,2020,106964,17114,29950,55621,Endemic (under MDA),106964,85735,70000,81.65,7,1,1,5,4,65.44,1,1,5,4,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Atakunmosa East,36940,,,0,ADM2,Atakunmosa East,36940,NGA0380436940,2020,96806,15489,27106,50339,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Meso-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Atakunmosa West,36941,,,0,ADM2,Atakunmosa West,36941,NGA0380436941,2020,107459,17193,30089,55879,Endemic (under MDA),107459,86131,71998,83.59,8,1,1,5,5,67,1,1,5,5,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Boluwadura,36942,,,0,ADM2,Boluwadura,36942,NGA0380436942,2020,99813,15970,27948,51903,Endemic (under MDA),99813,80003,69000,86.25,6,1,1,4,3,69.13,1,1,4,3,ALB+IVM,2,2,Unknown (under LF MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 4,ALBx2,MDA 4,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Boripe,36943,,,0,ADM2,Boripe,36943,NGA0380436943,2020,196534,31445,55029,102198,Endemic (under MDA),196534,157528,131565,83.52,13,1,1,6,6,66.94,1,1,6,6,ALB+IVM,2,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ede North,36944,,,0,ADM2,Ede North,36944,NGA0380436944,2020,118225,18916,33103,61477,Endemic (under MDA),118225,94761,80000,84.42,7,1,1,5,4,67.67,1,1,5,4,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ede South,36945,,,0,ADM2,Ede South,36945,NGA0380436945,2020,107231,17157,30025,55760,Endemic (under MDA),107231,85948,79651,92.67,6,1,1,4,4,74.28,1,1,4,3,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Egbedore,36946,,,0,ADM2,Egbedore,36946,NGA0380436946,2020,104974,16796,29393,54587,Endemic (under MDA),104974,84140,80000,95.08,7,1,1,5,4,76.21,1,1,5,4,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ejigbo,36947,,,0,ADM2,Ejigbo,36947,NGA0380436947,2020,187061,29930,52377,97272,Endemic (under MDA),187061,149934,125000,83.37,7,1,1,5,4,66.82,1,1,5,4,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ife Central,36948,,,0,ADM2,Ife Central,36948,NGA0380436948,2020,235875,37740,66045,122655,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ife East,36949,,,0,ADM2,Ife East,36949,NGA0380436949,2020,265255,42441,74272,137933,Endemic (under MDA),265255,212609,179750,84.54,9,1,1,6,5,67.76,1,1,6,4,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ife North,36950,,,0,ADM2,Ife North,36950,NGA0380436950,2020,216752,34680,60690,112711,Endemic (under MDA),216752,173732,144000,82.89,4,1,1,3,3,66.44,1,1,3,3,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ife South,36951,,,0,ADM2,Ife South,36951,NGA0380436951,2020,190865,30538,53442,99250,Endemic (under MDA),190865,152983,135000,88.25,6,1,1,4,3,70.73,1,1,4,3,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ifedayo,36952,,,0,ADM2,Ifedayo,36952,NGA0380436952,2020,52262,8362,14633,27176,Endemic (under MDA),52262,41889,36000,85.94,6,1,1,4,4,68.88,1,1,4,3,ALB+IVM,2,1,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ila,36954,,,0,ADM2,Ila,36954,NGA0380436954,2020,87506,14001,24502,45503,Endemic (under MDA),87506,70139,60000,85.54,13,1,1,5,5,68.57,1,1,5,5,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ilesha East Atakunmosa,36955,,,0,ADM2,Ilesha East Atakunmosa,36955,NGA0380436955,2020,150316,24051,42089,78164,Endemic (under MDA),150316,120483,102000,84.66,6,1,1,4,3,67.86,1,1,4,3,ALB+IVM,2,2,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ilesha West,36956,,,0,ADM2,Ilesha West,36956,NGA0380436956,2020,146042,23367,40892,75942,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Irewole,36958,,,0,ADM2,Irewole,36958,NGA0380436958,2020,202515,32402,56704,105308,Endemic (under MDA),202515,162321,131848,81.23,8,1,1,5,5,65.11,1,1,5,5,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Isokan,36959,,,0,ADM2,Isokan,36959,NGA0380436959,2020,145508,23281,40742,75664,Endemic (under MDA),145508,116629,98998,84.88,6,1,1,4,3,68.04,1,1,4,3,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Iwo,36960,,,0,ADM2,Iwo,36960,NGA0380436960,2020,269895,43183,75571,140346,Endemic (under MDA),269895,216329,180000,83.21,6,1,1,4,3,66.69,1,1,4,3,ALB+IVM,2,2,Endemic (under MDA),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Obokun,36961,,,0,ADM2,Obokun,36961,NGA0380436961,2020,164313,26290,46008,85443,Endemic (under MDA),164313,131702,110995,84.28,7,1,1,5,4,67.55,1,1,5,4,ALB+IVM,2,1,Endemic (under MDA),Meso-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Odo-Otin,36962,,,0,ADM2,Odo-Otin,36962,NGA0380436962,2020,189133,30261,52957,98349,Endemic (MDA not delivered),189133,0,0,0,11,0,0,4,4,0,0,0,4,4,Not delivered,1,1,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Osun,3804,Ola-Oluwa,36963,,,0,ADM2,Ola-Oluwa,36963,NGA0380436963,2020,108018,17283,30245,56169,Endemic (under MDA),108018,86579,72000,83.16,8,1,1,6,6,66.66,1,1,6,3,ALB+IVM,2,0,Endemic (under MDA),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
